S. No,Mol ID,SMILES,Atom ID,Aromatic,Strained,C_Mulliken Charge,AtomDegree,C_Effective Atom Polarizability,C_Partial Pi Charge ,C_Pi Electronegativity,C_SigmaElectonegativity,Hybridization,H_mulliken_charge,H_Effective Atom Polarizability,H_sigmaElectroNegativityDescriptor,NWChem,Avg_NWChem,BondLength,Exp1JCH,SigmaDeltaTheta,SigmaAbsDelthaTheta,Omega,MaxDeltaTheta
352,76_NWChem_1JCH_mulliken,[H]C1([H])(OC([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a7,FALSE,FALSE,6.01241,2,5.76675,0,0,8.421795894,SP3,0.88977,3.608875,7.517457916,144.6654,139.7442,1.091497275,139.4,-2.947935864,2.989780339,119.494061,0.020922237
353,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a8,FALSE,FALSE,6.19731,2,6.191,0,0,7.500560113,SP3,0.90877,3.821,7.33433776,124.9537,128.06768,1.095373308,128.5,-1.257920415,13.36608072,123.3165703,6.054080153
354,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a13,FALSE,FALSE,6.19743,2,6.191,0,0,7.500560113,SP3,0.90873,3.821,7.33433776,124.9716,128.06768,1.095306065,128.5,-1.290800152,13.29577569,123.3337716,6.002487769
355,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a6,FALSE,FALSE,6.20431,2,6.191,0,0,7.500560113,SP3,0.90541,3.821,7.33433776,126.2034,128.06768,1.093801979,128.5,-1.989674338,10.40271395,123.5384914,4.206519805
356,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a14,FALSE,FALSE,6.20436,2,6.191,0,0,7.500560113,SP3,0.90524,3.821,7.33433776,126.2767,128.06768,1.093703124,128.5,-1.976534063,10.28847736,123.5301945,4.155971649
357,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a11,FALSE,FALSE,6.19883,2,6.191,0,0,7.500560113,SP3,0.89982,3.821,7.33433776,128.4248,128.06768,1.092211707,128.5,0.1098004,6.690130841,124.0579001,3.39996562
358,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a10,FALSE,FALSE,6.19883,2,6.191,0,0,7.500560113,SP3,0.89958,3.821,7.33433776,128.535,128.06768,1.09216433,128.5,0.244477073,6.555454167,124.1164936,3.39996562
359,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a15,FALSE,FALSE,6.20436,2,6.191,0,0,7.500560113,SP3,0.89383,3.821,7.33433776,130.0776,128.06768,1.092199105,128.5,3.466837823,4.845105475,125.562277,4.155971649
360,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a7,FALSE,FALSE,6.20431,2,6.191,0,0,7.500560113,SP3,0.89369,3.821,7.33433776,130.1403,128.06768,1.092217101,128.5,3.569753696,4.843285914,125.629289,4.206519805
361,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a12,FALSE,FALSE,6.19743,2,6.191,0,0,7.500560113,SP3,0.89136,3.821,7.33433776,130.526,128.06768,1.092633787,128.5,5.149600647,6.855374892,126.6087963,6.002487769
362,8_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a9,FALSE,FALSE,6.19731,2,6.191,0,0,7.500560113,SP3,0.89131,3.821,7.33433776,130.5677,128.06768,1.092662541,128.5,5.196418863,6.911741442,126.6167472,6.054080153
363,87_NWChem_1JCH_mulliken,[H]C1=C([H])C1([H])([H]),a4,FALSE,TRUE,6.20312,2,4.965,0,0,7.828799491,SP3,0.90685,3.208,7.387476636,169.5486,169.5486,1.089885051,167.6,38.56268958,79.22028678,123.1528762,58.89148818
364,88_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C1([H])([H]),a6,FALSE,TRUE,6.19881,2,5.63425,0,0,7.694272402,SP3,0.89652,3.542625,7.363071698,137.5407,137.5407,1.093351478,137.2,12.21489351,35.61949833,125.6180019,23.91719592
365,9_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a9,FALSE,FALSE,6.18547,2,6.55375,0,0,7.500560113,SP3,0.9183,4.002375,7.33433776,122.5321,124.5816333,1.097033598,125.1,-3.547219635,3.547219635,121.7108765,4.9E-324
366,9_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a11,FALSE,FALSE,6.18547,2,6.55375,0,0,7.500560113,SP3,0.9183,4.002375,7.33433776,122.5324,124.5816333,1.097033598,125.1,-3.547219669,3.547219669,121.7108763,4.9E-324
367,9_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a8,FALSE,FALSE,6.18547,2,6.55375,0,0,7.500560113,SP3,0.9183,4.002375,7.33433776,122.5326,124.5816333,1.097033598,125.1,-3.547219632,3.547219632,121.7108764,4.9E-324
368,9_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a7,FALSE,FALSE,6.18547,2,6.55375,0,0,7.500560113,SP3,0.89622,4.002375,7.33433776,126.6304,124.5816333,1.094566553,125.1,-1.439551621,2.759783609,122.4448793,0.332311195
369,9_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a12,FALSE,FALSE,6.18547,2,6.55375,0,0,7.500560113,SP3,0.89622,4.002375,7.33433776,126.631,124.5816333,1.094566554,125.1,-1.439551614,2.759783864,122.4448792,0.332311302
370,9_NWChem_1JCH_mulliken,[H]C1([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H])),a10,FALSE,FALSE,6.18547,2,6.55375,0,0,7.500560113,SP3,0.89622,4.002375,7.33433776,126.6313,124.5816333,1.094566552,125.1,-1.439551587,2.759783795,122.4448793,0.332311206
371,94_NWChem_1JCH_mulliken,[H]C=1C([H])=C([H])C([H])([H])C=1([H]),a6,FALSE,FALSE,6.19928,2,6.5285,0,0,7.833957014,SP3,0.88305,3.98975,7.387591258,125.5842,125.5842,1.097887721,125.6,1.299921959,11.20316106,125.3568561,6.251541512
372,96_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])([H])C([H])=C1([H]),a8,FALSE,FALSE,6.22577,2,7.31025,0,0,7.833959119,SP3,0.89321,4.380625,7.387591264,129.07,131.0054,1.090391632,131.1,1.05362881,1.29665629,124.460325,1.17514255
373,96_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])([H])C([H])=C1([H]),a9,FALSE,FALSE,6.22577,2,7.31025,0,0,7.833959119,SP3,0.87762,4.380625,7.387591264,132.9408,131.0054,1.097070215,131.1,-1.63174566,3.98203076,123.5322406,1.17514255
374,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a17,FALSE,FALSE,6.22435,2,7.3675,0,0,7.611514409,SP3,0.89917,4.40925,7.34210995,129.6176,129.6176,1.093882441,130,9.014055852,22.73147835,125.4920916,15.8727671
375,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a10,FALSE,FALSE,6.2092,2,7.073375,0,0,7.559747006,SP3,0.89288,4.2621875,7.338734469,130.2631,132.828425,1.092795678,133,0.81196946,12.488693,124.6172088,6.650331228
376,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a8,FALSE,FALSE,6.20923,2,7.073375,0,0,7.559747006,SP3,0.89281,4.2621875,7.338734469,130.3127,132.828425,1.09276932,133,0.896920945,12.41236648,124.6930259,6.654643711
377,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a9,FALSE,FALSE,6.20923,2,7.073375,0,0,7.559747006,SP3,0.89374,4.2621875,7.338734469,135.3468,132.828425,1.090804453,133,3.996048752,9.31323867,125.6915845,6.654643711
378,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a11,FALSE,FALSE,6.2092,2,7.073375,0,0,7.559747006,SP3,0.89372,4.2621875,7.338734469,135.3911,132.828425,1.090832222,133,4.079939095,9.220723361,125.7215311,6.650331228
379,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a16,FALSE,FALSE,6.22435,2,7.3675,0,0,7.611514409,SP3,0.88232,4.40925,7.34210995,136.5959,136.5959,1.091259115,136,7.97481536,23.77071885,124.6394412,15.8727671
380,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a13,FALSE,FALSE,6.08395,3,8.0525,0,0,7.775807821,SP3,0.89099,4.75175,7.383432481,145.8051,145.80745,1.089482555,145,21.74517206,21.74517206,132.8842271,9.259912174
381,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a12,FALSE,FALSE,6.08415,3,8.0525,0,0,7.775807821,SP3,0.89096,4.75175,7.383432481,145.8098,145.80745,1.089551937,145,21.7373909,21.7373909,132.8694918,9.261998477
382,100_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])=C([H])C1([H])C2([H])([H])),a8,FALSE,FALSE,6.11759,2,7.104875,0,5.354075371,8.049368709,SP2,0.89256,4.4309375,7.52695179,175.8505,175.8505,1.080974191,173,12.80595636,0,0,0
383,102_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C3([H])(C1([H])C23([H]))),a9,FALSE,FALSE,6.11188,2,6.46425,0,5.327734983,8.017972889,SP2,0.89543,4.110625,7.525097038,175.4626,175.4626,1.079551904,172.8,14.30964085,0,0,0
384,103_NWChem_1JCH_mulliken,[H]C1=C([H])C1(C([H])([H])[H])C([H])([H])[H],a6,FALSE,TRUE,6.14778,2,6.029,0,5.375052873,8.074358642,SP2,0.89332,3.893,7.528594103,225.4291,225.4291,1.077263367,221,55.37216573,0,0,0
385,104_NWChem_1JCH_mulliken,[H]C1=C([H])C1(=O),a5,FALSE,TRUE,6.08135,2,4.9325,0,5.893848882,8.684569435,SP2,0.87978,3.34475,7.577428974,211.1446,211.1446,1.081517924,230,58.00903562,0,0,0
386,105_NWChem_1JCH_mulliken,[H]C1=C([H])C1(C#N)(C#N),a8,FALSE,TRUE,6.03421,2,6.0895,0,5.619164759,8.36173547,SP2,0.85942,3.92325,7.541836097,255.6601,255.6601,1.074904817,255,54.90545252,0,0,0
387,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a13,FALSE,FALSE,6.41831,2,7.177,0,5.410231462,8.116238796,SP2,0.87046,4.467,7.532310219,142.4992,142.510575,1.090327428,140.3,-5.152198876,0,0,0
388,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a10,FALSE,FALSE,6.41875,2,7.177,0,5.410231462,8.116238796,SP2,0.87081,4.467,7.532310219,142.5076,142.510575,1.090317688,140.3,-5.152144676,0,0,0
389,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a14,FALSE,FALSE,6.41872,2,7.177,0,5.410231462,8.116238796,SP2,0.87198,4.467,7.532310219,142.5116,142.510575,1.090315951,140.3,-5.153974863,0,0,0
390,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a15,FALSE,FALSE,6.41814,2,7.177,0,5.410231462,8.116238796,SP2,0.87246,4.467,7.532310219,142.5239,142.510575,1.090319878,140.3,-5.144809011,0,0,0
391,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a17,FALSE,FALSE,6.2055,1,5.539,0,5.198766323,7.863971552,SP2,0.89449,3.648,7.500642016,156.223,156.223,1.086551286,156.1,-2.07662191,0,0,0
392,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a12,FALSE,FALSE,6.20579,1,5.539,0,5.198766323,7.863971552,SP2,0.89427,3.648,7.500642016,156.225,156.225,1.0865529,156.1,-2.076975316,0,0,0
393,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a19,FALSE,FALSE,6.20599,1,5.539,0,5.198766323,7.863971552,SP2,0.89484,3.648,7.500642016,156.227,156.227,1.086551443,156.1,-2.073305286,0,0,0
394,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a21,FALSE,FALSE,6.20698,1,5.539,0,5.198766323,7.863971552,SP2,0.89504,3.648,7.500642016,156.2278,156.2278,1.086553435,156.1,-2.072408078,0,0,0
395,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a11,FALSE,FALSE,6.20579,1,5.539,0,5.198766323,7.863971552,SP2,0.89568,3.648,7.500642016,157.4395,157.4395,1.085908633,156.5,-2.17096373,0,0,0
396,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a16,FALSE,FALSE,6.2055,1,5.539,0,5.198766323,7.863971552,SP2,0.89763,3.648,7.500642016,157.4426,157.4426,1.085904909,156.5,-2.169924728,0,0,0
397,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a18,FALSE,FALSE,6.20599,1,5.539,0,5.198766323,7.863971552,SP2,0.8977,3.648,7.500642016,157.4432,157.4432,1.085914313,156.5,-2.171110026,0,0,0
398,106_NWChem_1JCH_mulliken,[H]C([H])=C([H])[Si](C([H])=C([H])[H])(C([H])=C([H])[H])C([H])=C([H])[H],a20,FALSE,FALSE,6.20698,1,5.539,0,5.198766323,7.863971552,SP2,0.89469,3.648,7.500642016,157.4449,157.4449,1.085911875,156.5,-2.171806953,0,0,0
399,107_NWChem_1JCH_mulliken,[H]C([H])=C([H])C([H])=O,a7,FALSE,FALSE,6.20157,1,4.60425,0,5.238189108,7.912159874,SP2,0.89372,3.180625,7.502703778,156.7962,156.7962,1.085610526,156.6,-2.163405052,0,0,0
400,107_NWChem_1JCH_mulliken,[H]C([H])=C([H])C([H])=O,a6,FALSE,FALSE,6.20157,1,4.60425,0,5.238189108,7.912159874,SP2,0.87871,3.180625,7.502703778,162.6158,162.6158,1.083116048,162.3,-1.0868458,0,0,0
401,107_NWChem_1JCH_mulliken,[H]C([H])=C([H])C([H])=O,a5,FALSE,FALSE,6.08253,2,5.3075,0,5.747910013,8.516005859,SP2,0.87232,3.53225,7.569250168,163.3012,163.3012,1.084748308,162.3,-1.1169451,0,0,0
402,108_NWChem_1JCH_mulliken,[H]C([H])=C([H])C(=O)C([H])([H])[H],a5,FALSE,FALSE,6.17241,2,5.94825,0,5.771021285,8.543185787,SP2,0.89607,3.852625,7.570949961,157.2348,157.2348,1.084839143,162,-1.686167747,0,0,0
403,108_NWChem_1JCH_mulliken,[H]C([H])=C([H])C(=O)C([H])([H])[H],a6,FALSE,FALSE,6.16028,1,4.924625,0,5.240254792,7.914518706,SP2,0.89116,3.3408125,7.502757125,159.5627,159.5627,1.083145322,161,-0.17518732,0,0,0
404,108_NWChem_1JCH_mulliken,[H]C([H])=C([H])C(=O)C([H])([H])[H],a7,FALSE,FALSE,6.16028,1,4.924625,0,5.240254792,7.914518706,SP2,0.86482,3.3408125,7.502757125,162.4891,162.4891,1.084349078,159,-1.769668579,0,0,0
405,109_NWChem_1JCH_mulliken,[H]OC(=O)C([H])=C([H])[H],4,FALSE,FALSE,6.14575,2,5.55475,0.019244053,6.003176115,8.814797236,SP2,0.86308,3.655875,7.586322029,167.806,167.806,1.083519115,169,-5.936986515,0,0,0
406,110_NWChem_1JCH_mulliken,[H]C([H])=C([H])C#N,a7,FALSE,FALSE,6.16489,1,4.56,0,5.298933465,7.983402227,SP2,0.87655,3.1585,7.506416522,164.2431,164.2431,1.082578296,163.2,-0.563839001,0,0,0
407,110_NWChem_1JCH_mulliken,[H]C([H])=C([H])C#N,a6,FALSE,FALSE,6.16489,1,4.56,0,5.298933465,7.983402227,SP2,0.87902,3.1585,7.506416522,164.4094,164.4094,1.082331479,165.4,-1.836418574,0,0,0
408,110_NWChem_1JCH_mulliken,[H]C([H])=C([H])C#N,a5,FALSE,FALSE,6.10095,2,5.219,0,6.125325577,8.957591965,SP2,0.86641,3.488,7.625170206,171.8438,171.8438,1.084548744,176.7,-3.094876179,0,0,0
409,111_NWChem_1JCH_mulliken,[H]C(=C([H])[H])SC([H])=C([H])[H],7,FALSE,FALSE,6.22131,1,5.918,-0.14913317,5.26486989,7.944065483,SP2,0.89793,3.8375,7.505243526,160.8388,160.8388,1.082358098,159,0.126121721,0,0,0
410,111_NWChem_1JCH_mulliken,[H]C(=C([H])[H])SC([H])=C([H])[H],9,FALSE,FALSE,6.19493,1,5.918,-0.066137382,5.26486989,7.944065483,SP2,0.8923,3.8375,7.505243526,161.1772,161.1772,1.083560836,163,-2.279330548,0,0,0
411,111_NWChem_1JCH_mulliken,[H]C(=C([H])[H])SC([H])=C([H])[H],10,FALSE,FALSE,6.19493,1,5.918,-0.066137382,5.26486989,7.944065483,SP2,0.8909,3.8375,7.505243526,161.2576,161.2576,1.083220481,159,-0.394442967,0,0,0
412,111_NWChem_1JCH_mulliken,[H]C(=C([H])[H])SC([H])=C([H])[H],6,FALSE,FALSE,6.22131,1,5.918,-0.14913317,5.26486989,7.944065483,SP2,0.88979,3.8375,7.505243526,163.7566,163.7566,1.083056467,163,-2.982375072,0,0,0
413,111_NWChem_1JCH_mulliken,[H]C(=C([H])[H])SC([H])=C([H])[H],5,FALSE,FALSE,6.26979,2,7.935,0.056731777,5.73010937,8.498288371,SP2,0.86185,4.846,7.596275193,173.0147,174.9886,1.085106489,171,-8.444171611,0,0,0
414,111_NWChem_1JCH_mulliken,[H]C(=C([H])[H])SC([H])=C([H])[H],8,FALSE,FALSE,6.27647,2,7.935,0.016462869,5.73010937,8.498288371,SP2,0.85,4.846,7.596275193,176.9625,174.9886,1.08555892,171,-3.012105775,0,0,0
415,112_NWChem_1JCH_mulliken,[H]C(OC([H])=C([H])[H])=C([H])[H],6,FALSE,FALSE,6.28643,1,4.65,-0.200271681,5.392669941,8.095624669,SP2,0.88792,3.2035,7.514179927,160.504,160.504,1.081720969,159,0.513946238,0,0,0
416,112_NWChem_1JCH_mulliken,[H]C(OC([H])=C([H])[H])=C([H])[H],7,FALSE,FALSE,6.28643,1,4.65,-0.200271681,5.392669941,8.095624669,SP2,0.8982,3.2035,7.514179927,163.8174,163.8174,1.080327995,165,-1.788838485,0,0,0
417,112_NWChem_1JCH_mulliken,[H]C(OC([H])=C([H])[H])=C([H])[H],5,FALSE,FALSE,5.86124,2,5.399,0.07715565,6.287188728,9.155552911,SP2,0.91987,3.578,7.717101435,177.254,177.254,1.085965325,182,-1.859445373,0,0,0
418,115_NWChem_1JCH_mulliken,[H]C(=C([H])[H])Cl,5,FALSE,FALSE,6.17809,1,4.879,-0.057482029,5.347311266,8.041366711,SP2,0.88754,3.318,7.510358614,161.8418,161.8418,1.083335184,160.9,-2.64830296,0,0,0
419,115_NWChem_1JCH_mulliken,[H]C(=C([H])[H])Cl,4,FALSE,FALSE,6.17809,1,4.879,-0.057482029,5.347311266,8.041366711,SP2,0.88188,3.318,7.510358614,164.9371,164.9371,1.081796951,162.6,0.717291019,0,0,0
420,115_NWChem_1JCH_mulliken,[H]C(=C([H])[H])Cl,3,FALSE,FALSE,6.18455,2,5.857,0.01895345,6.213394123,9.065976752,SP2,0.84663,3.807,7.672568041,199.4837,199.4837,1.081051941,194.9,-3.293216353,0,0,0
421,116_NWChem_1JCH_mulliken,[H]C(F)=C([H])[H],4,FALSE,FALSE,6.25592,1,3.8555,-0.070036492,5.429464135,8.138438564,SP2,0.88006,2.80625,7.515792524,162.1203,162.1203,1.081725346,159.2,0.684400206,0,0,0
422,116_NWChem_1JCH_mulliken,[H]C(F)=C([H])[H],5,FALSE,FALSE,6.25592,1,3.8555,-0.070036492,5.429464135,8.138438564,SP2,0.88843,2.80625,7.515792524,163.6972,163.6972,1.081031747,162.2,-1.768221734,0,0,0
423,116_NWChem_1JCH_mulliken,[H]C(F)=C([H])[H],3,FALSE,FALSE,5.83961,2,3.81,0.019374361,6.625332511,9.547050907,SP2,0.89326,2.7835,7.749033751,200.6042,200.6042,1.082309452,200.2,-2.044726964,0,0,0
424,117_NWChem_1JCH_mulliken,[H]C([H])=O,a3,FALSE,FALSE,5.80476,1,2.604,0,6.846899094,9.805058815,SP2,0.91856,2.1805,7.781085156,175.3217,175.3217,1.106578618,172,-1.940642966,0,0,0
425,118_NWChem_1JCH_mulliken,[H]C(=O)C([H])([H])[H],a4,FALSE,FALSE,5.71855,2,3.8615,0,6.931053293,9.903482902,SP2,0.93197,2.80925,7.802574418,169.1196,169.1196,1.109956169,172.4,-4.7275912,0,0,0
426,119_NWChem_1JCH_mulliken,[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],a4,FALSE,FALSE,5.76867,2,5.74775,0,7.001592478,9.984699012,SP2,0.93355,3.752375,7.807831545,166.3609,166.3609,1.112569034,168.6,-5.923615573,0,0,0
427,120_NWChem_1JCH_mulliken,[H]C(=O)c1c([H])c([H])c([H])c([H])c1([H]),8,FALSE,FALSE,5.77525,2,6.1396875,0.04732797,7.210620592,10.22391485,SP2,0.93193,3.94834375,7.838231899,171.1227,171.1227,1.109235854,173.7,-4.990467645,0,0,0
428,121_NWChem_1JCH_mulliken,[H]C(=O)N(C([H])([H])[H])C([H])([H])[H],2,FALSE,FALSE,5.64319,2,4.9555,0.049986386,7.547018142,10.61292317,SP2,0.94817,3.35625,7.919460826,191.6148,191.6148,1.103823482,191.2,-5.75140323,0,0,0
429,123_NWChem_1JCH_mulliken,[H]OC([H])=O,3,FALSE,FALSE,5.57969,2,3.0745,0.053898466,8.044045926,11.17953423,SP2,0.90405,2.41575,8.009259771,226.7146,226.7146,1.096432449,222,-4.997902693,0,0,0
430,124_NWChem_1JCH_mulliken,[H]C(=O)OC([H])([H])[H],4,FALSE,FALSE,5.58332,2,3.70325,0.054067511,8.064967184,11.2029577,SP2,0.90042,2.730125,8.010433263,226.1387,226.1387,1.097418665,226.2,-5.833905701,0,0,0
431,125_NWChem_1JCH_mulliken,[H]C(=O)F,2,FALSE,FALSE,5.53122,2,2.513,0.0569472,8.43596583,11.61732197,SP2,0.88786,2.135,8.043188415,262.5094,262.5094,1.094297731,267,-2.72576697,0,0,0
432,126_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c([H])c([H])c1([H]),7,TRUE,FALSE,6.10356,2,6.838375,0,5.497657149,8.220173267,SP2,0.89644,4.2976875,7.55323499,158.5487,158.5490333,1.083707425,158.4,-1.86E-08,0,0,0
433,126_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c([H])c([H])c1([H]),6,TRUE,FALSE,6.10356,2,6.838375,0,5.497657149,8.220173267,SP2,0.89644,4.2976875,7.55323499,158.5497,158.5490333,1.083707426,158.4,3.72E-08,0,0,0
434,127_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),10,TRUE,FALSE,6.15401,2,8.3250625,0,5.557205943,8.290849066,SP2,0.90157,5.04103125,7.556959204,158.21,158.21,1.084525863,158.8,-0.866133303,0,0,0
435,127_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),11,TRUE,FALSE,6.11701,2,7.58171875,0,5.502207451,8.225577164,SP2,0.89679,4.669359375,7.553346944,158.9719,158.9719,1.083544297,159.5,-0.289257162,0,0,0
436,128_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c3c([H])c([H])c([H])c([H])c3(c([H])c2(c1([H]))),18,TRUE,FALSE,6.25297,2,9.81175,0,5.616964721,8.36167947,SP2,0.90485,5.784375,7.560689804,157.4415,157.4415,1.08527602,158.1,-1.767348297,0,0,0
437,128_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c3c([H])c([H])c([H])c([H])c3(c([H])c2(c1([H]))),23,TRUE,FALSE,6.15527,2,8.696734375,0,5.557347058,8.291016436,SP2,0.90135,5.226867188,7.556960571,158.9212,158.921275,1.084446254,159.3,-0.972053058,0,0,0
438,128_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c3c([H])c([H])c([H])c([H])c3(c([H])c2(c1([H]))),14,TRUE,FALSE,6.15527,2,8.696734375,0,5.557347058,8.291016436,SP2,0.90135,5.226867188,7.556960571,158.9213,158.921275,1.084446254,159.3,-0.972053058,0,0,0
439,128_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c3c([H])c([H])c([H])c([H])c3(c([H])c2(c1([H]))),15,TRUE,FALSE,6.12311,2,7.767554688,0,5.502209182,8.225579219,SP2,0.89717,4.762277344,7.553346949,159.301,159.301,1.08351381,159.7,-0.446966341,0,0,0
440,129_NWChem_1JCH_mulliken,[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])c4c([H])c([H])c(c1([H]))c2c34,20,TRUE,FALSE,6.13661,2,8.251773437,0,5.506492415,8.230665438,SP2,0.89769,5.004386719,7.553456257,158.3038,158.3038,1.08352249,158.8,-0.610236427,0,0,0
441,129_NWChem_1JCH_mulliken,[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])c4c([H])c([H])c(c1([H]))c2c34,21,TRUE,FALSE,6.1756,2,8.921828125,0,5.55762561,8.291346814,SP2,0.90154,5.339414063,7.556963305,158.5317,158.5317,1.084225555,159,-0.732923684,0,0,0
442,129_NWChem_1JCH_mulliken,[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])c4c([H])c([H])c(c1([H]))c2c34,16,TRUE,FALSE,6.20138,2,9.2935,0,5.561920312,8.296440304,SP2,0.90002,5.52525,7.557072823,158.762,158.762,1.084464962,159.4,-1.36547928,0,0,0
443,130_NWChem_1JCH_mulliken,[H]c1c([H])c3C([H])=C([H])c4c([H])c([H])c2C([H])=C([H])c1c2c34,14,TRUE,FALSE,6.22913,2,9.00034375,0,5.561922033,8.296442345,SP2,0.89331,5.378671875,7.557072828,158.0751,158.0751,1.084315881,160,-0.999914133,0,0,0
444,130_NWChem_1JCH_mulliken,[H]c1c([H])c3C([H])=C([H])c4c([H])c([H])c2C([H])=C([H])c1c2c34,18,FALSE,FALSE,6.20242,2,8.729875,0,5.561922033,8.296442345,SP2,0.89469,5.2434375,7.557072828,170.8145,170.8145,1.08086566,171,10.52842557,0,0,0
